                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                0.68137,                0.44424,                0.85496,                0.90974,                0.86784,                0.90724,                0.57129,                 1.4277,                0.68356,                 1.0884,              0.0006799,              0.0006799,              0.0006799
                     99,                0.67624,                 0.4467,                0.85621,                0.92936,                0.87374,                0.91822,                0.59759,                 1.3581,                0.63743,                 1.0639,              0.0006766,              0.0006766,              0.0006766
                    100,                0.65882,                0.44208,                0.84671,                0.95782,                0.91632,                0.94182,                 0.6244,                 1.2898,                0.58294,                 1.0407,              0.0006733,              0.0006733,              0.0006733
                    101,                0.64188,                0.42758,                0.85165,                 0.9601,                 0.9475,                0.96796,                0.67379,                 1.1732,                0.52537,                   0.98,                0.00067,                0.00067,                0.00067
                    102,                0.67353,                0.45161,                0.85743,                0.93871,                0.93869,                0.95385,                0.65636,                 1.2237,                0.56503,                0.99577,              0.0006667,              0.0006667,              0.0006667
                    103,                0.66061,                0.44733,                0.85603,                0.95573,                0.95134,                  0.971,                0.67112,                 1.2089,                0.54647,                0.98478,              0.0006634,              0.0006634,              0.0006634
                    104,                0.65482,                0.44635,                0.85372,                0.94871,                 0.9515,                0.97098,                0.67606,                 1.1963,                0.57303,                0.98555,              0.0006601,              0.0006601,              0.0006601
                    105,                 0.6524,                0.43493,                0.85078,                0.96438,                0.94134,                 0.9738,                0.67704,                 1.2055,                0.56064,                0.99475,              0.0006568,              0.0006568,              0.0006568
                    106,                0.67196,                0.45271,                0.85425,                0.95953,                0.95737,                0.97303,                0.67784,                 1.1909,                0.54374,                 0.9859,              0.0006535,              0.0006535,              0.0006535
                    107,                0.66246,                0.44153,                0.85146,                0.95732,                0.96386,                 0.9732,                  0.679,                 1.1855,                0.55431,                0.99306,              0.0006502,              0.0006502,              0.0006502
                    108,                  0.677,                0.44202,                0.85258,                0.97414,                0.95338,                0.97067,                0.68413,                 1.1812,                0.54228,                0.99412,              0.0006469,              0.0006469,              0.0006469
                    109,                 0.6624,                0.43517,                0.85852,                0.95822,                0.93328,                0.96928,                0.67205,                 1.1829,                0.57055,                0.98962,              0.0006436,              0.0006436,              0.0006436
                    110,                0.65938,                0.44407,                0.85396,                0.94738,                0.93224,                0.95405,                0.66254,                 1.2224,                 0.5462,                 1.0031,              0.0006403,              0.0006403,              0.0006403
                    111,                0.65515,                 0.4477,                0.85008,                0.94938,                0.95212,                0.96543,                 0.6691,                 1.2273,                0.55222,                 1.0121,               0.000637,               0.000637,               0.000637
                    112,                 0.6688,                0.43253,                0.85544,                0.96748,                0.93092,                0.97131,                0.67733,                 1.1814,                 0.5414,                0.98174,              0.0006337,              0.0006337,              0.0006337
                    113,                0.65792,                0.45178,                0.85372,                0.94977,                0.92882,                0.95608,                0.66028,                 1.1818,                0.57295,                0.98581,              0.0006304,              0.0006304,              0.0006304
                    114,                0.65328,                0.42941,                0.84824,                0.95111,                0.94929,                0.96226,                0.66544,                 1.2163,                0.54713,                0.99891,              0.0006271,              0.0006271,              0.0006271
                    115,                0.66653,                0.45114,                0.85035,                0.96119,                0.92914,                0.95957,                0.66589,                 1.2182,                0.56618,                0.99753,              0.0006238,              0.0006238,              0.0006238
                    116,                0.65239,                0.44206,                0.85177,                0.95874,                0.92805,                0.96766,                0.67876,                 1.1803,                0.61769,                0.99852,              0.0006205,              0.0006205,              0.0006205
                    117,                0.64697,                0.43183,                0.84906,                0.93503,                0.92073,                0.96607,                0.66481,                 1.2145,                0.61117,                0.99874,              0.0006172,              0.0006172,              0.0006172
